Position	Gene	number_transitions	onset_gen	length	complete	Lineage	is_up	is_down	Condition
chrII:8900418:8900769:B0457.19:WBGene00202231	B0457.19	2	16	1	1	C1	0	1	Control
chrII:8900418:8900769:B0457.19:WBGene00202231	B0457.19	1	20	1	0	C1	0	1	Control
chrII:8910912:8912029:B0457.4:WBGene00007179	B0457.4	2	4	1	1	C1	0	1	Control
chrV:18322214:18323331:B0462.5:WBGene00194695	B0462.5	2	2	1	1	C1	1	0	Control
chrV:18322214:18323331:B0462.5:WBGene00194695	B0462.5	2	14	1	1	C1	1	0	Control
chrV:18322214:18323331:B0462.5:WBGene00194695	B0462.5	1	20	1	0	C1	1	0	Control
chrII:7717240:7717382:B0495.15:WBGene00197163	B0495.15	2	8	1	1	C1	1	0	Control
chrIV:7446289:7447466:B0496.1:WBGene00015210	B0496.1	2	2	5	1	C1	1	0	Control
chrIV:7446289:7447466:B0496.1:WBGene00015210	B0496.1	2	12	3	1	C1	1	0	Control
chrIV:7446289:7447466:B0496.1:WBGene00015210	B0496.1	2	18	1	1	C1	1	0	Control
chrIV:7433543:7433958:B0496.11:WBGene00194883	B0496.11	2	16	1	1	C1	0	1	Control
chrIV:7445368:7445504:B0496.13:WBGene00195826	B0496.13	2	4	1	1	C1	1	0	Control
chrIV:7422605:7422739:B0496.15:WBGene00198986	B0496.15	2	4	1	1	C1	1	0	Control
chrIV:7420986:7421115:B0496.17:WBGene00199787	B0496.17	2	4	7	1	C1	1	0	Control
chrIV:7420986:7421115:B0496.17:WBGene00199787	B0496.17	2	14	1	1	C1	1	0	Control
chrIV:7419117:7420075:B0496.6:WBGene00015215	B0496.6	2	4	1	1	C1	1	0	Control
chrV:8754969:8755759:B0507.4:WBGene00015221	B0507.4	2	16	1	1	C1	0	1	Control
chrV:8746157:8750185:B0507.6:WBGene00015223	B0507.6	2	10	1	1	C1	0	1	Control
chrV:8746157:8750185:B0507.6:WBGene00015223	B0507.6	1	20	1	0	C1	0	1	Control
chrV:8757311:8758718:B0507.7:WBGene00015224	B0507.7	2	14	1	1	C1	1	0	Control
chrV:8760621:8763194:B0507.8:WBGene00015225	B0507.8	1	18	3	0	C1	1	0	Control
chrI:10636291:10636441:B0511.16:WBGene00200290	B0511.16	2	10	1	1	C1	1	0	Control
chrI:10643028:10643724:B0511.17:WBGene00219234	B0511.17	2	6	5	1	C1	1	0	Control
chrI:10643028:10643724:B0511.17:WBGene00219234	B0511.17	2	14	3	1	C1	1	0	Control
chrI:10643028:10643724:B0511.17:WBGene00219234	B0511.17	1	20	1	0	C1	1	0	Control
chrI:10661815:10661907:B0511.18:WBGene00219789	B0511.18	2	2	1	1	C1	0	1	Control
chrI:10661815:10661907:B0511.18:WBGene00219789	B0511.18	2	8	1	1	C1	1	0	Control
chrI:10661815:10661907:B0511.18:WBGene00219789	B0511.18	2	12	1	1	C1	1	0	Control
chrIV:13880137:13881546:B0513.4:WBGene00007196	B0513.4	2	10	1	1	C1	1	0	Control
chrIII:1891382:1893890:B0524.5:WBGene00015244	B0524.5	2	14	1	1	C1	0	1	Control
chrIV:3387979:3390099:B0546.5:WBGene00015252	B0546.5	2	2	3	1	C1	1	0	Control
chrIV:3387979:3390099:B0546.5:WBGene00015252	B0546.5	2	14	1	1	C1	1	0	Control
chrV:438400:438674:B0554.1:WBGene00015254	B0554.1	2	16	1	1	C1	1	0	Control
chrV:438400:438674:B0554.1:WBGene00015254	B0554.1	1	20	1	0	C1	1	0	Control
chrV:424439:426574:B0554.5:WBGene00015258	B0554.5	2	6	1	1	C1	0	1	Control
chrV:437545:441023:B0554.7:WBGene00015260	B0554.7	2	6	1	1	C1	1	0	Control
chrX:9171561:9172204:B0563.1:WBGene00015261	B0563.1	2	14	3	1	C1	1	0	Control
chrX:9166822:9167256:B0563.10:WBGene00077673	B0563.10	2	8	1	1	C1	0	1	Control
chrX:9172577:9173318:B0563.18:WBGene00206365	B0563.18	2	4	1	1	C1	0	1	Control
chrX:9146147:9147649:B0563.5:WBGene00015262	B0563.5	2	6	1	1	C1	1	0	Control
chrI:11465141:11467612:bah-1:WBGene00050875	bah-1	2	6	1	1	C1	0	1	Control
chrI:11465141:11467612:bah-1:WBGene00050875	bah-1	2	10	1	1	C1	1	0	Control
chrIII:5614958:5617261:basl-1:WBGene00015467	basl-1	2	10	1	1	C1	0	1	Control
chrIII:5614958:5617261:basl-1:WBGene00015467	basl-1	2	16	1	1	C1	0	1	Control
chrII:2520841:2522060:bath-13:WBGene00018223	bath-13	2	2	1	1	C1	1	0	Control
chrII:2520841:2522060:bath-13:WBGene00018223	bath-13	2	18	1	1	C1	1	0	Control
chrII:2035701:2039388:bath-19:WBGene00019132	bath-19	2	18	1	1	C1	1	0	Control
chrII:2040275:2041629:bath-20:WBGene00015012	bath-20	2	2	1	1	C1	1	0	Control
chrII:2040275:2041629:bath-20:WBGene00015012	bath-20	2	10	1	1	C1	1	0	Control
chrII:3371309:3372145:bath-23:WBGene00021727	bath-23	1	20	1	0	C1	1	0	Control
chrI:10876199:10877741:bath-25:WBGene00020859	bath-25	2	4	1	1	C1	1	0	Control
chrI:10876199:10877741:bath-25:WBGene00020859	bath-25	2	8	3	1	C1	1	0	Control
chrI:10876199:10877741:bath-25:WBGene00020859	bath-25	2	14	1	1	C1	1	0	Control
chrI:10876199:10877741:bath-25:WBGene00020859	bath-25	1	20	1	0	C1	1	0	Control
chrIV:12068889:12074932:bath-37:WBGene00010669	bath-37	2	14	1	1	C1	1	0	Control
chrII:1597905:1599485:bath-46:WBGene00020325	bath-46	2	6	1	1	C1	1	0	Control
chrII:1597905:1599485:bath-46:WBGene00020325	bath-46	1	20	1	0	C1	1	0	Control
chrIII:1056232:1060061:BE0003N10.6:WBGene00255598	BE0003N10.6	2	6	1	1	C1	1	0	Control
chrIII:12787642:12789520:BE10.1:WBGene00007209	BE10.1	1	20	1	0	C1	0	1	Control
chrIII:12806174:12806812:BE10.5:WBGene00044127	BE10.5	2	4	3	1	C1	1	0	Control
chrIII:12806174:12806812:BE10.5:WBGene00044127	BE10.5	2	10	1	1	C1	1	0	Control
chrIII:12806174:12806812:BE10.5:WBGene00044127	BE10.5	1	18	3	0	C1	1	0	Control
chrI:14209148:14212501:best-10:WBGene00008185	best-10	2	6	1	1	C1	1	0	Control
chrI:14209148:14212501:best-10:WBGene00008185	best-10	1	20	1	0	C1	1	0	Control
chrI:14216707:14220624:best-11:WBGene00008186	best-11	2	2	1	1	C1	1	0	Control
chrIV:7193358:7195834:best-16:WBGene00020046	best-16	2	4	1	1	C1	0	1	Control
chrIV:7193358:7195834:best-16:WBGene00020046	best-16	2	14	1	1	C1	0	1	Control
chrIV:7193358:7195834:best-16:WBGene00020046	best-16	1	18	3	0	C1	0	1	Control
chrIV:13111519:13113082:best-2:WBGene00007204	best-2	2	4	1	1	C1	1	0	Control
chrIV:13111519:13113082:best-2:WBGene00007204	best-2	2	8	1	1	C1	1	0	Control
chrIV:13111519:13113082:best-2:WBGene00007204	best-2	2	14	1	1	C1	1	0	Control
chrIV:13111519:13113082:best-2:WBGene00007204	best-2	1	20	1	0	C1	1	0	Control
chrIV:3756223:3759940:best-20:WBGene00021368	best-20	2	10	1	1	C1	1	0	Control
chrIV:15302420:15309408:best-21:WBGene00013520	best-21	2	8	1	1	C1	0	1	Control
chrIV:15302420:15309408:best-21:WBGene00013520	best-21	1	20	1	0	C1	0	1	Control
chrI:14205716:14208662:best-25:WBGene00014102	best-25	2	2	1	1	C1	0	1	Control
chrI:14200019:14204687:best-26:WBGene00014103	best-26	2	2	1	1	C1	1	0	Control
chrI:14200019:14204687:best-26:WBGene00014103	best-26	2	6	1	1	C1	1	0	Control
chrIII:9686921:9690253:best-5:WBGene00007404	best-5	2	12	3	1	C1	1	0	Control
chrX:10569272:10575720:bet-2:WBGene00010199	bet-2	2	12	1	1	C1	1	0	Control
chrIV:10472777:10478239:bgnt-1.1:WBGene00008491	bgnt-1.1	2	2	1	1	C1	1	0	Control
chrIV:10472777:10478239:bgnt-1.1:WBGene00008491	bgnt-1.1	2	10	1	1	C1	1	0	Control
chrIV:10472777:10478239:bgnt-1.1:WBGene00008491	bgnt-1.1	2	14	1	1	C1	1	0	Control
chrI:12444581:12446511:bgnt-1.8:WBGene00008290	bgnt-1.8	1	20	1	0	C1	0	1	Control
chrII:10708764:10712156:bli-1:WBGene00000251	bli-1	2	8	1	1	C1	1	0	Control
chrII:5651393:5652449:bli-2:WBGene00000252	bli-2	2	14	1	1	C1	1	0	Control
chrIV:6377064:6378195:bli-6:WBGene00000256	bli-6	2	6	3	1	C1	0	1	Control
chrII:3296884:3298258:btb-16:WBGene00018195	btb-16	2	2	5	1	C1	1	0	Control
chrII:3296884:3298258:btb-16:WBGene00018195	btb-16	2	16	1	1	C1	1	0	Control
chrII:3295404:3296658:btb-17:WBGene00018200	btb-17	2	2	1	1	C1	0	1	Control
chrII:3295404:3296658:btb-17:WBGene00018200	btb-17	2	8	1	1	C1	0	1	Control
chrII:3295404:3296658:btb-17:WBGene00018200	btb-17	2	14	1	1	C1	0	1	Control
chrII:3298213:3299590:btb-18:WBGene00018201	btb-18	2	6	5	1	C1	0	1	Control
chrII:6401948:6403104:btb-2:WBGene00020802	btb-2	2	8	1	1	C1	1	0	Control
chrII:6401948:6403104:btb-2:WBGene00020802	btb-2	1	14	7	0	C1	1	0	Control
chrII:3299824:3300676:btb-22:WBGene00269387	btb-22	2	6	1	1	C1	0	1	Control
chrII:3299824:3300676:btb-22:WBGene00269387	btb-22	2	12	1	1	C1	0	1	Control
chrII:2032315:2033243:btb-4:WBGene00019142	btb-4	2	16	1	1	C1	1	0	Control
chrI:13381391:13384371:C01A2.6:WBGene00007218	C01A2.6	2	2	1	1	C1	1	0	Control
chrI:13381391:13384371:C01A2.6:WBGene00007218	C01A2.6	2	6	1	1	C1	1	0	Control
chrI:13408673:13408697:C01A2.8:WBGene00044982	C01A2.8	2	2	5	1	C1	1	0	Control
chrI:13408673:13408697:C01A2.8:WBGene00044982	C01A2.8	2	10	7	1	C1	1	0	Control
chrI:13408673:13408697:C01A2.8:WBGene00044982	C01A2.8	1	20	1	0	C1	1	0	Control
chrIV:6623689:6624533:C01B10.44:WBGene00194839	C01B10.44	2	4	1	1	C1	0	1	Control
chrIV:6645867:6646001:C01B10.45:WBGene00195911	C01B10.45	2	2	1	1	C1	0	1	Control
chrIV:6645867:6646001:C01B10.45:WBGene00195911	C01B10.45	2	6	1	1	C1	0	1	Control
chrIV:6645867:6646001:C01B10.45:WBGene00195911	C01B10.45	2	16	1	1	C1	0	1	Control
chrIV:6645867:6646001:C01B10.45:WBGene00195911	C01B10.45	1	20	1	0	C1	0	1	Control
chrIV:6638555:6639297:C01B10.7:WBGene00015281	C01B10.7	2	2	5	1	C1	1	0	Control
chrIV:6638555:6639297:C01B10.7:WBGene00015281	C01B10.7	2	10	1	1	C1	1	0	Control
chrIV:6638555:6639297:C01B10.7:WBGene00015281	C01B10.7	2	14	5	1	C1	1	0	Control
chrV:2382232:2384422:C01B4.8:WBGene00015272	C01B4.8	2	2	1	1	C1	0	1	Control
chrV:2382232:2384422:C01B4.8:WBGene00015272	C01B4.8	2	10	5	1	C1	0	1	Control
chrV:2382232:2384422:C01B4.8:WBGene00015272	C01B4.8	2	18	1	1	C1	0	1	Control
chrV:8796629:8796928:C01B7.10:WBGene00197279	C01B7.10	2	10	1	1	C1	0	1	Control
chrV:8808204:8808351:C01B7.11:WBGene00197765	C01B7.11	2	12	1	1	C1	1	0	Control
chrII:13770920:13771109:C01B9.4:WBGene00194890	C01B9.4	2	16	1	1	C1	1	0	Control
chrX:3715096:3718566:C01C4.2:WBGene00015292	C01C4.2	2	4	3	1	C1	1	0	Control
chrX:3715096:3718566:C01C4.2:WBGene00015292	C01C4.2	2	10	1	1	C1	1	0	Control
chrX:3715096:3718566:C01C4.2:WBGene00015292	C01C4.2	2	14	1	1	C1	1	0	Control
chrI:4862056:4862119:C01F4.5:WBGene00197034	C01F4.5	2	8	1	1	C1	0	1	Control
chrI:4862056:4862119:C01F4.8:WBGene00199623	C01F4.8	2	8	1	1	C1	0	1	Control
chrIV:9123277:9123876:C01F6.16:WBGene00235286	C01F6.16	2	14	1	1	C1	1	0	Control
chrV:15099746:15104405:C01G10.1:WBGene00007230	C01G10.1	2	10	1	1	C1	1	0	Control
chrV:15099746:15104405:C01G10.1:WBGene00007230	C01G10.1	2	14	1	1	C1	1	0	Control
chrV:15086912:15087326:C01G10.15:WBGene00007240	C01G10.15	2	16	1	1	C1	1	0	Control
chrV:15092965:15094382:C01G10.16:WBGene00007241	C01G10.16	2	2	1	1	C1	1	0	Control
chrV:15092965:15094382:C01G10.16:WBGene00007241	C01G10.16	2	14	1	1	C1	1	0	Control
chrV:15089075:15089538:C01G10.5:WBGene00007232	C01G10.5	2	12	1	1	C1	0	1	Control
chrV:15087655:15088431:C01G10.6:WBGene00007233	C01G10.6	2	4	1	1	C1	0	1	Control
chrV:15087655:15088431:C01G10.6:WBGene00007233	C01G10.6	2	14	1	1	C1	0	1	Control
chrII:14576728:14578071:C01G12.13:WBGene00044333	C01G12.13	2	14	1	1	C1	0	1	Control
chrIII:4161236:4161956:C01G12.16:WBGene00219299	C01G12.16	2	16	1	1	C1	1	0	Control
chrII:14579015:14580153:C01G12.9:WBGene00007249	C01G12.9	2	10	1	1	C1	1	0	Control
chrII:14579015:14580153:C01G12.9:WBGene00007249	C01G12.9	2	14	3	1	C1	1	0	Control
chrX:8120313:8123319:C02B8.12:WBGene00219375	C02B8.12	2	14	1	1	C1	1	0	Control
chrX:8139445:8140243:C02B8.3:WBGene00015322	C02B8.3	2	2	1	1	C1	0	1	Control
chrX:8139445:8140243:C02B8.3:WBGene00015322	C02B8.3	2	16	1	1	C1	0	1	Control
chrX:15279468:15279548:C02D4.15:WBGene00201167	C02D4.15	2	2	1	1	C1	1	0	Control
chrX:15279468:15279548:C02D4.15:WBGene00201167	C02D4.15	2	6	1	1	C1	1	0	Control
chrX:15279468:15279548:C02D4.15:WBGene00201167	C02D4.15	2	12	1	1	C1	1	0	Control
chrX:15279468:15279548:C02D4.15:WBGene00201167	C02D4.15	1	16	5	0	C1	1	0	Control
chrX:15279468:15279548:C02D4.16:WBGene00202448	C02D4.16	2	2	1	1	C1	1	0	Control
chrX:15279468:15279548:C02D4.16:WBGene00202448	C02D4.16	2	6	1	1	C1	1	0	Control
chrX:15279468:15279548:C02D4.16:WBGene00202448	C02D4.16	2	12	1	1	C1	1	0	Control
chrX:15279468:15279548:C02D4.16:WBGene00202448	C02D4.16	1	16	5	0	C1	1	0	Control
chrX:15279338:15279459:C02D4.5:WBGene00196797	C02D4.5	2	2	5	1	C1	1	0	Control
chrX:15279338:15279459:C02D4.5:WBGene00196797	C02D4.5	2	12	1	1	C1	1	0	Control
chrX:15279338:15279459:C02D4.5:WBGene00196797	C02D4.5	1	16	5	0	C1	1	0	Control
chrV:4932393:4933042:C02E7.10:WBGene00015342	C02E7.10	2	4	1	1	C1	0	1	Control
chrV:4932393:4933042:C02E7.10:WBGene00015342	C02E7.10	2	8	1	1	C1	0	1	Control
chrX:3670373:3672098:C02F12.5:WBGene00015355	C02F12.5	2	8	1	1	C1	0	1	Control
chrX:3670373:3672098:C02F12.5:WBGene00015355	C02F12.5	2	14	1	1	C1	0	1	Control
chrX:3670373:3672098:C02F12.5:WBGene00015355	C02F12.5	2	18	1	1	C1	0	1	Control
chrIV:10503672:10503934:C02F4.10:WBGene00196852	C02F4.10	2	4	1	1	C1	0	1	Control
chrIV:10503672:10503934:C02F4.10:WBGene00196852	C02F4.10	2	10	1	1	C1	0	1	Control
chrIV:10499918:10500197:C02F4.11:WBGene00202419	C02F4.11	2	8	1	1	C1	0	1	Control
chrV:5872083:5875528:C02G6.2:WBGene00015360	C02G6.2	2	6	1	1	C1	1	0	Control
chrV:5872083:5875528:C02G6.2:WBGene00015360	C02G6.2	2	12	1	1	C1	1	0	Control
chrV:5872083:5875528:C02G6.2:WBGene00015360	C02G6.2	2	16	1	1	C1	1	0	Control
chrV:5872083:5875528:C02G6.2:WBGene00015360	C02G6.2	1	20	1	0	C1	1	0	Control
chrV:7386627:7387855:C02H6.3:WBGene00220257	C02H6.3	2	18	1	1	C1	0	1	Control
chrX:11272305:11272478:C03A3.6:WBGene00200552	C03A3.6	2	2	1	1	C1	0	1	Control
chrX:11272305:11272478:C03A3.6:WBGene00200552	C03A3.6	2	6	1	1	C1	0	1	Control
chrV:5181911:5183717:C03A7.2:WBGene00015366	C03A7.2	2	2	1	1	C1	0	1	Control
chrX:6357746:6357878:C03B1.10:WBGene00015380	C03B1.10	2	6	1	1	C1	1	0	Control
chrX:6357746:6357878:C03B1.10:WBGene00015380	C03B1.10	2	10	1	1	C1	1	0	Control
chrX:6357746:6357878:C03B1.10:WBGene00015380	C03B1.10	1	16	5	0	C1	1	0	Control
chrX:6373647:6374767:C03B1.17:WBGene00304907	C03B1.17	2	4	1	1	C1	0	1	Control
chrX:6373647:6374767:C03B1.17:WBGene00304907	C03B1.17	2	10	1	1	C1	0	1	Control
chrX:6373647:6374767:C03B1.17:WBGene00304907	C03B1.17	2	16	3	1	C1	0	1	Control
chrX:6370019:6373383:C03B1.2:WBGene00015373	C03B1.2	2	10	1	1	C1	1	0	Control
chrX:6370019:6373383:C03B1.2:WBGene00015373	C03B1.2	2	14	1	1	C1	1	0	Control
chrX:6370019:6373383:C03B1.2:WBGene00015373	C03B1.2	2	18	1	1	C1	1	0	Control
chrX:6364495:6365717:C03B1.4:WBGene00015375	C03B1.4	2	2	1	1	C1	1	0	Control
chrX:6364495:6365717:C03B1.4:WBGene00015375	C03B1.4	2	14	1	1	C1	1	0	Control
chrX:6346358:6347113:C03B1.9:WBGene00015379	C03B1.9	2	10	1	1	C1	0	1	Control
chrX:6346358:6347113:C03B1.9:WBGene00015379	C03B1.9	2	14	1	1	C1	0	1	Control
chrIII:7716165:7716446:C03B8.2:WBGene00015385	C03B8.2	2	8	1	1	C1	1	0	Control
chrIII:7716165:7716446:C03B8.2:WBGene00015385	C03B8.2	1	20	1	0	C1	1	0	Control
chrIII:4091076:4093317:C03C10.2:WBGene00007269	C03C10.2	2	18	1	1	C1	1	0	Control
chrI:10014546:10015495:C03C11.1:WBGene00007274	C03C11.1	2	10	1	1	C1	0	1	Control
chrI:10001313:10001534:C03C11.6:WBGene00199062	C03C11.6	2	4	1	1	C1	0	1	Control
chrI:10001313:10001459:C03C11.7:WBGene00200034	C03C11.7	2	4	1	1	C1	0	1	Control
chrV:11286413:11288538:C03E10.3:WBGene00007281	C03E10.3	2	14	1	1	C1	1	0	Control
chrV:11281582:11281725:C03E10.8:WBGene00195286	C03E10.8	2	4	1	1	C1	1	0	Control
chrV:7357431:7358912:C03G6.6:WBGene00015394	C03G6.6	2	2	1	1	C1	1	0	Control
chrV:7357431:7358912:C03G6.6:WBGene00015394	C03G6.6	1	18	3	0	C1	1	0	Control
chrII:378650:380361:C03H5.9:WBGene00206366	C03H5.9	2	8	1	1	C1	1	0	Control
chrX:13664588:13665382:C04A11.5:WBGene00007288	C04A11.5	2	2	1	1	C1	1	0	Control
chrII:6852278:6853488:C04A2.15:WBGene00206529	C04A2.15	2	16	1	1	C1	1	0	Control
chrII:6843239:6843363:C04A2.16:WBGene00219797	C04A2.16	2	2	5	1	C1	1	0	Control
chrX:12280776:12282557:C04B4.1:WBGene00007289	C04B4.1	2	2	1	1	C1	0	1	Control
chrX:12280776:12282557:C04B4.1:WBGene00007289	C04B4.1	2	16	1	1	C1	0	1	Control
chrX:14024487:14024761:C04C11.21:WBGene00201909	C04C11.21	2	14	1	1	C1	0	1	Control
chrX:14015202:14015483:C04C11.25:WBGene00284855	C04C11.25	2	2	1	1	C1	1	0	Control
chrX:14015202:14015483:C04C11.25:WBGene00284855	C04C11.25	2	16	1	1	C1	1	0	Control
chrX:14030193:14030307:C04C11.6:WBGene00195764	C04C11.6	2	6	1	1	C1	0	1	Control
chrX:14030135:14030311:C04C11.9:WBGene00196793	C04C11.9	2	6	1	1	C1	0	1	Control
chrIV:3394360:3394619:C04C3.4:WBGene00015414	C04C3.4	2	8	1	1	C1	1	0	Control
chrIV:3394360:3394619:C04C3.4:WBGene00015414	C04C3.4	1	18	3	0	C1	1	0	Control
chrIV:3419812:3422607:C04C3.6:WBGene00015416	C04C3.6	2	2	1	1	C1	1	0	Control
chrV:3362774:3368344:C04E12.4:WBGene00015434	C04E12.4	2	2	9	1	C1	1	0	Control
chrV:3362774:3368344:C04E12.4:WBGene00015434	C04E12.4	2	16	3	1	C1	1	0	Control
chrV:5902132:5904843:C04E6.5:WBGene00015422	C04E6.5	2	4	1	1	C1	1	0	Control
chrV:5882562:5883835:C04E6.8:WBGene00015424	C04E6.8	2	2	1	1	C1	1	0	Control
chrV:5882562:5883835:C04E6.8:WBGene00015424	C04E6.8	2	6	1	1	C1	1	0	Control
chrV:5882562:5883835:C04E6.8:WBGene00015424	C04E6.8	2	14	1	1	C1	1	0	Control
chrV:5882562:5883835:C04E6.8:WBGene00015424	C04E6.8	1	20	1	0	C1	1	0	Control
chrX:358091:360198:C04E7.1:WBGene00015428	C04E7.1	2	10	1	1	C1	0	1	Control
chrX:360778:362965:C04E7.5:WBGene00045270	C04E7.5	1	2	19	0	C1	1	0	Control
chrI:5726308:5729310:C04F1.1:WBGene00015442	C04F1.1	2	2	3	1	C1	1	0	Control
chrI:5726308:5729310:C04F1.1:WBGene00015442	C04F1.1	2	14	3	1	C1	1	0	Control
chrI:9694563:9695192:C04F12.12:WBGene00077685	C04F12.12	2	2	1	1	C1	0	1	Control
chrI:9694563:9695192:C04F12.12:WBGene00077685	C04F12.12	2	8	1	1	C1	0	1	Control
chrX:3416887:3419213:C04F6.7:WBGene00195081	C04F6.7	2	8	1	1	C1	1	0	Control
chrX:3416887:3419213:C04F6.7:WBGene00195081	C04F6.7	2	12	3	1	C1	1	0	Control
chrX:3402010:3402726:C04F6.9:WBGene00304901	C04F6.9	2	16	3	1	C1	1	0	Control
chrIV:10114524:10115129:C04G2.14:WBGene00255426	C04G2.14	2	10	1	1	C1	0	1	Control
chrIV:10094196:10095271:C04G2.5:WBGene00007306	C04G2.5	2	2	1	1	C1	0	1	Control
chrIV:10094196:10095271:C04G2.5:WBGene00007306	C04G2.5	2	10	5	1	C1	0	1	Control
chrII:5094244:5095458:C04G6.13:WBGene00077489	C04G6.13	2	8	1	1	C1	0	1	Control
chrII:5094244:5095458:C04G6.13:WBGene00077489	C04G6.13	2	16	1	1	C1	0	1	Control
chrII:5091153:5091299:C04G6.14:WBGene00199205	C04G6.14	2	8	1	1	C1	1	0	Control
chrII:5091153:5091299:C04G6.14:WBGene00199205	C04G6.14	2	14	1	1	C1	1	0	Control
chrII:5097951:5098467:C04G6.15:WBGene00269376	C04G6.15	2	18	1	1	C1	1	0	Control
chrII:5093213:5094214:C04G6.2:WBGene00015453	C04G6.2	2	6	1	1	C1	1	0	Control
chrII:5093213:5094214:C04G6.2:WBGene00015453	C04G6.2	1	18	3	0	C1	1	0	Control
chrII:5098769:5100242:C04G6.6:WBGene00015456	C04G6.6	2	8	1	1	C1	1	0	Control
chrII:5098769:5100242:C04G6.6:WBGene00015456	C04G6.6	2	14	1	1	C1	1	0	Control
chrII:7958843:7960237:C04H4.1:WBGene00007311	C04H4.1	2	6	1	1	C1	0	1	Control
chrX:10829969:10830118:C05A9.7:WBGene00201375	C05A9.7	2	4	1	1	C1	1	0	Control
chrIV:6842958:6843029:C05B10.17:WBGene00200526	C05B10.17	2	16	1	1	C1	0	1	Control
chrIII:9987723:9988448:C05B5.1:WBGene00007319	C05B5.1	2	6	1	1	C1	1	0	Control
chrIII:10004512:10004966:C05B5.11:WBGene00045242	C05B5.11	2	2	5	1	C1	1	0	Control
chrIII:10004512:10004966:C05B5.11:WBGene00045242	C05B5.11	2	14	5	1	C1	1	0	Control
chrIII:9995802:9995952:C05B5.14:WBGene00198659	C05B5.14	2	4	1	1	C1	0	1	Control
chrIII:9989480:9989628:C05B5.15:WBGene00199190	C05B5.15	2	4	1	1	C1	1	0	Control
chrIII:9998541:9999335:C05B5.17:WBGene00219314	C05B5.17	2	8	1	1	C1	0	1	Control
chrIII:9999818:10000528:C05B5.2:WBGene00007320	C05B5.2	2	8	1	1	C1	0	1	Control
chrIII:9999818:10000528:C05B5.2:WBGene00007320	C05B5.2	2	12	1	1	C1	0	1	Control
chrII:9917117:9918004:C05C10.8:WBGene00086567	C05C10.8	2	2	5	1	C1	1	0	Control
chrII:9917117:9918004:C05C10.8:WBGene00086567	C05C10.8	1	14	7	0	C1	1	0	Control
chrIV:11253984:11255719:C05C12.1:WBGene00007335	C05C12.1	2	18	1	1	C1	1	0	Control
chrIV:11260411:11261185:C05C12.5:WBGene00007337	C05C12.5	2	2	1	1	C1	0	1	Control
chrIV:11260411:11261185:C05C12.5:WBGene00007337	C05C12.5	2	8	3	1	C1	0	1	Control
chrIV:11260411:11261185:C05C12.5:WBGene00007337	C05C12.5	2	14	5	1	C1	0	1	Control
chrV:7252249:7255195:C05C8.8:WBGene00015465	C05C8.8	2	18	1	1	C1	0	1	Control
chrX:11153064:11157643:C05C9.2:WBGene00007326	C05C9.2	2	6	1	1	C1	1	0	Control
chrX:11142970:11152820:C05C9.3:WBGene00007327	C05C9.3	2	6	1	1	C1	0	1	Control
chrX:11142970:11152820:C05C9.3:WBGene00007327	C05C9.3	2	16	1	1	C1	0	1	Control
chrII:11418298:11423393:C05D12.2:WBGene00007340	C05D12.2	2	2	3	1	C1	0	1	Control
chrII:11418298:11423393:C05D12.2:WBGene00007340	C05D12.2	2	10	1	1	C1	0	1	Control
chrII:11418298:11423393:C05D12.2:WBGene00007340	C05D12.2	1	16	5	0	C1	0	1	Control
chrIII:5603595:5603756:C05D2.14:WBGene00197335	C05D2.14	2	10	1	1	C1	1	0	Control
chrIII:5603595:5603756:C05D2.14:WBGene00197335	C05D2.14	2	14	1	1	C1	1	0	Control
chrIII:5602053:5602179:C05D2.15:WBGene00197666	C05D2.15	2	12	1	1	C1	0	1	Control
chrX:1107078:1107207:C05D9.12:WBGene00219800	C05D9.12	1	16	5	0	C1	1	0	Control
chrX:4586916:4588178:C05E11.2:WBGene00015493	C05E11.2	2	6	1	1	C1	0	1	Control
chrV:761625:761978:C05E4.12:WBGene00015491	C05E4.12	2	2	1	1	C1	0	1	Control
chrV:742119:743273:C05E4.7:WBGene00015489	C05E4.7	2	2	7	1	C1	1	0	Control
chrV:742119:743273:C05E4.7:WBGene00015489	C05E4.7	2	12	7	1	C1	1	0	Control
chrX:14744541:14744678:C05G5.8:WBGene00195629	C05G5.8	2	2	5	1	C1	1	0	Control
chrX:14744541:14744678:C05G5.8:WBGene00195629	C05G5.8	2	10	1	1	C1	1	0	Control
chrIII:5653865:5653968:C05H8.3:WBGene00045089	C05H8.3	2	2	9	1	C1	1	0	Control
chrIII:5653865:5653968:C05H8.3:WBGene00045089	C05H8.3	2	14	3	1	C1	1	0	Control
chrIII:5653865:5653968:C05H8.3:WBGene00045089	C05H8.3	1	20	1	0	C1	1	0	Control
chrII:10564111:10564678:C06A1.6:WBGene00007356	C06A1.6	2	2	1	1	C1	1	0	Control
chrII:10564111:10564678:C06A1.6:WBGene00007356	C06A1.6	2	10	1	1	C1	1	0	Control
chrII:10564111:10564678:C06A1.6:WBGene00007356	C06A1.6	2	14	3	1	C1	1	0	Control
chrII:10564111:10564678:C06A1.6:WBGene00007356	C06A1.6	1	20	1	0	C1	1	0	Control
chrII:10564890:10565401:C06A1.7:WBGene00044235	C06A1.7	2	4	1	1	C1	1	0	Control
chrII:10560716:10560934:C06A1.8:WBGene00045148	C06A1.8	2	8	1	1	C1	1	0	Control
